,SKU,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Month 13,Month 14,Month 15,Month 16,Month 17,Month 18,Month 19,Month 20,Month 21,Month 22,Month 23,Month 24
23,00440000202800,,,107589.0,206439.0,267243.0,206661.0,220650.0,315837.0,186228.0,277992.0,140859.0,189834.0,241902.0,216054.0,186453.0,,,,,,,,,
24,00440000247500,,,68874.624,128992.5,153818.028,132746.796,144648.504,191223.396,147351.204,150358.572,67999.932,103449.528,136157.112,127400.364,106338.96,,,,,,,,,
25,00440000249000,,,45861.75,57679.875,113511.75,104886.375,74122.125,93711.75,77215.875,83527.125,63685.875,85428.75,86946.75,78243.0,73189.875,,,,,,,,,
26,00440000252900,,,194983.586,343700.462,409960.796,393844.654,413197.75,553439.068,392655.102,389258.016,217619.388,297468.066,392815.234,388857.686,315860.37,,,,,,,,,
27,00440000254000,,,301304.292,636173.244,705646.944,548299.02,591275.508,745707.252,564972.708,551981.412,291766.668,423086.256,539458.992,497511.744,437941.62,,,,,,,,,
28,00440000254100,,,182596.232,360743.082,441621.18,327778.766,410040.862,500561.194,347429.25,372467.032,199307.15,269433.528,318731.308,327527.13,331324.546,,,,,,,,,
29,00440000254200,,,379103.4,664328.676,852462.312,707328.036,800634.36,1046336.82,746679.312,693684.888,463375.284,746004.588,669943.752,688973.256,692186.772,,,,,,,,,
30,00440000269400,,,30592.392,54500.376,46892.52,2321.328,,,,,,,,,,,,,,,,,,
31,00440000269600,,,40055.616,74773.872,53576.928,1474.128,,,,,,,,,,,,,,,,,,
32,00440000270200,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
33,00440000284700,,,29416.5,49140.0,65367.0,55620.0,58914.0,106123.5,41998.5,45522.0,45414.0,53311.5,46629.0,45981.0,41499.0,,,,,,,,,
34,00440000286000,,,115655.4,184.128,172.62,138.096,172.62,172.62,138.096,103.572,,,,,,,,,,,,,,
35,00440000291600,,,435132.25704,767964.24648,799784.69688,720049.30992,845460.15408,1565849.63808,1532604.70872,982436.91696,813299.5296,735527.23056,992507.48712,919816.5384,909774.31608,,,,,,,,,
36,00440000293600,,,331159.5,619119.9,802928.7,514458.0,295488.9,,,,,,,,,,,,,,,,,
37,00440000294000,,,6188.6,12377.2,15471.5,3094.3,,,,,,,,,,,,,,,,,,
38,00440000295000,,,87765.0,153705.0,232590.0,171000.0,187815.0,190965.0,175155.0,169845.0,147015.0,144915.0,104280.0,186825.0,144360.0,,,,,,,,,
39,00440000295200,,,101059.875,170262.75,231086.25,192079.875,260391.0,264219.375,226412.25,256147.5,221184.75,170970.0,146185.5,276580.875,278518.125,,,,,,,,,
40,00440000299700,,,35280.0,218610.0,191573.55,271278.0,157638.6,,,,,,,,,,,,,,,,,
41,00440000310100,,,333130.68,669966.624,739897.764,428186.712,629048.616,824386.932,531762.564,505082.376,284035.932,409729.008,578089.8,544490.832,454626.744,,,,,,,,,
42,00440000319600,,,677.76,1372.464,1736.76,1389.408,1406.352,50.832,59.304,67.776,42.36,33.888,42.36,67.776,42.36,,,,,,,,,
43,00440000320200,,,2230383.384,4487833.512,5695516.656,4882881.384,5553896.328,7559270.64,5586144.696,4755625.848,2630988.36,4470003.576,5637993.12,4868420.04,3410538.48,,,,,,,,,
44,00440000325800,,,431587.44,926824.104,1281234.312,1019041.992,1166916.744,1604672.784,1135945.008,987040.368,488842.776,711952.992,986600.52,972933.048,725631.192,,,,,,,,,
45,00440000325900,,,126096.912,236359.296,267159.384,217649.664,254854.368,321432.336,236327.112,241884.216,132619.536,197910.144,234503.352,204936.984,204368.4,,,,,,,,,
46,00440000327000,,,150326.22,301109.88,350433.348,283852.956,332284.416,465319.404,274646.976,302425.02,158445.78,190866.84,252827.088,267648.144,221686.86,,,,,,,,,
47,00440000327100,,,205367.688,427797.888,494412.588,473187.372,478802.448,607903.452,417837.132,379949.664,232425.264,310498.836,356277.144,387771.888,357981.108,,,,,,,,,
48,00440000328300,,,48750.0,88950.0,154050.0,109680.0,134100.0,137160.0,84735.0,129285.0,95730.0,94560.0,56580.0,110925.0,76815.0,,,,,,,,,
49,00440000332200,,,82665.0,147005.1,206375.4,162320.4,183852.9,222136.2,166953.6,165181.5,82942.2,107028.9,150192.9,127690.2,112731.3,,,,,,,,,
50,00440000332300,,,220690.8,394416.0,487188.9,428630.4,460369.8,712225.8,438233.4,442718.1,287268.3,413592.3,486981.0,421175.7,405711.9,,,,,,,,,
51,00440000332400,,,309757.032,685995.984,952611.408,566084.952,625531.824,619370.784,656451.648,539965.008,538661.16,576558.72,663515.352,881186.328,516553.056,,,,,,,,,
52,00440000332500,,,1221255.0,2234655.0,3255015.0,2353245.0,2530320.0,2366310.0,2110800.0,2443275.0,2326920.0,2285865.0,2694030.0,3102495.0,2279520.0,,,,,,,,,
53,00440000332700,,,1412955.72,2677802.904,4058305.704,2643387.048,2565586.008,2527846.056,2625706.296,2603755.8,2576317.68,2877377.616,2913469.848,3501204.408,2537703.72,,,,,,,,,
54,00440000340300,,,70081.2,96356.4,144555.6,185967.6,119254.8,141435.0,149394.0,94731.0,91669.2,127142.4,134257.2,125433.0,100233.0,,,,,,,,,
55,00440000343100,,,38676.0,84234.0,92838.0,117792.0,285408.0,193176.0,91650.0,64560.0,41190.0,63978.0,154974.0,136452.0,200478.0,,,,,,,,,
56,00440000352900,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
57,00440000362800,,,89136.0,195436.8,274924.8,176608.8,172396.8,226605.6,172209.6,150141.6,136944.0,169603.2,173325.6,213364.8,165664.8,,,,,,,,,
58,00440000364500,,,244657.404,195560.712,451648.8,313220.052,293046.048,397992.708,202045.788,246819.096,222890.292,280462.104,303983.244,328003.236,262401.516,,,,,,,,,
59,00440000364600,,,144373.614,183587.124,334969.11,294823.452,246530.13,309852.9,176774.388,214946.424,225464.736,239343.384,257560.548,234556.056,222553.212,,,,,,,,,
60,00440000364800,,,57528.798,87679.812,114988.98,83025.36,109888.524,113130.63,74436.924,85444.074,69479.418,74568.438,101197.164,93089.04,74253.948,,,,,,,,,
61,00440000369500,,,46264.5,22882.824,53656.092,44172.54,42246.864,47702.052,37236.888,39607.776,27372.492,30665.988,37413.9,38154.132,27983.988,,,,,,,,,
62,00440000369700,,,867667.05,476248.35,,,,,,,,,,,,,,,,,,,,
63,00440000374200,,,496938.0,723432.0,850242.0,241896.0,,,,,,,,,,,,,,,,,,
64,00440000376100,,,63594.0,123646.5,137169.0,115258.5,107455.5,144081.0,103554.0,125604.0,81436.5,93181.5,109845.0,104557.5,90202.5,,,,,,,,,
65,00440000379100,,,23589.0,33660.0,32179.5,294.75,603.0,567.0,510.75,832.5,378.0,407.25,758.25,675.0,526.5,,,,,,,,,
66,00440000379200,,,43085.25,45337.5,29591.25,5947.5,,,,,,,,,,,,,,,,,,
67,00440000379300,,,61708.5,78372.0,48951.0,6457.5,,,,,,,,,,,,,,,,,,
68,00440000394500,,,1958.1,3884.1,4815.0,3852.0,4815.0,4815.0,3852.0,4815.0,963.0,,,,,,,,,,,,,
69,00440000394600,,,96.3,481.5,1972151.775,742176.075,0.0,0.0,,,,,,,,,,,,,,,,
70,00440000403600,,,35237.8125,73445.625,86816.8125,63709.59375,81548.15625,74998.6875,69436.125,74540.8125,53299.125,48828.65625,89901.28125,71338.78125,64640.8125,,,,,,,,,
71,00440000409000,,,50706.915,67399.745,32589.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
72,00440000410200,,,102367.44,99141.84,177518.88,124094.88,163709.28,194916.96,152218.08,175830.48,132829.2,115940.16,138196.8,147354.48,97075.44,,,,,,,,,
73,00440000410300,,,67141.368,115736.04,137838.96,120558.816,171513.72,196029.792,124107.984,141539.832,95178.384,75700.296,121225.608,100216.368,92147.832,,,,,,,,,
74,00440000411200,,,28576.8,71472.24,97644.96,55399.68,61871.04,75683.16,66044.16,95135.04,76363.56,63904.68,79765.56,58023.0,42797.16,,,,,,,,,
75,00440000423500,,,92976.66,178177.86,202343.4,171608.22,203001.12,238302.54,196174.44,235815.3,158408.46,168191.1,204172.92,198763.74,151570.44,,,,,,,,,
76,00440000425700,,,474453.948,1059595.392,1092283.716,743449.248,885568.116,685515.876,773320.788,810226.716,768277.836,814800.204,1037916.756,1005076.992,823053.684,,,,,,,,,
77,00440000425800,,,252579.204,488189.556,486076.968,314783.184,274712.16,253942.164,336802.56,323559.132,321181.524,355088.94,393600.132,377979.096,311443.932,,,,,,,,,
78,00440000426000,,,284245.308,584179.8,575411.424,333168.0,350901.624,305303.04,436412.22,451245.768,431043.672,455561.808,491513.664,472727.532,385202.784,,,,,,,,,
79,00440000438300,,,9082.656,62766.432,55759.296,33537.696,56494.752,52880.64,36425.376,55285.536,42435.36,36208.8,54843.36,42891.072,31051.584,,,,,,,,,
80,00440000443700,,,114570.774,259855.18956,577078.89318,475407.27036,541327.02894,652829.33016,293398.76538,716096.25126,284077.692,217836.26784,534825.04716,429839.1846,274836.13146,,,,,,,,,
81,00440000444000,,,247983.75,584978.625,507787.875,412022.625,561169.875,640492.125,459666.375,506541.0,407352.75,368571.0,452185.125,515067.0,337795.5,,,,,,,,,
82,00440000444300,,,204066.648,436699.152,473137.992,352098.864,417560.76,481367.592,477179.64,536323.032,436397.4,489222.288,554940.216,455764.392,315751.464,,,,,,,,,
83,00440000445400,,,224860.104,565007.76,631630.944,346045.536,405234.648,468218.52,465521.04,537530.04,463244.184,534256.488,547112.952,449573.904,311307.48,,,,,,,,,
84,00440000445500,,,2408.4,0.0,,,,,,,,,,,,,,,,,,,,
85,00440000447400,,,103987.98,96640.92,187051.68,98054.64,155148.12,286666.92,197317.98,199824.12,118314.9,121047.48,166185.54,147317.58,137143.08,,,,,,,,,
